time,open,high,low,close
2004-12-16,12633,12678,12610,12661
2004-12-17,12654,12677,12582,12616
2004-12-20,12606,12680,12595,12624
2004-12-21,12622,12709,12616,12702
2004-12-22,12700,12778,12691,12761
2004-12-23,12755,12817,12745,12771
2004-12-27,12778,12817,12729,12739
2004-12-28,12740,12809,12739,12805
2004-12-29,12806,12814,12740,12783
2004-12-30,12782,12796,12734,12737
2004-12-31,12748,12777,12702,12707
2005-01-03,12720,12815,12650,12689
2005-01-04,12687,12716,12547,12587
2005-01-05,12589,12628,12517,12526
2005-01-06,12529,12616,12529,12560
2005-01-07,12558,12603,12512,12538
2005-01-10,12552,12612,12524,12567
2005-01-11,12561,12573,12472,12497
2005-01-12,12523,12566,12440,12544
2005-01-13,12555,12559,12420,12441
2005-01-14,12445,12506,12436,12486
2005-01-18,12499,12574,12443,12559
2005-01-19,12562,12567,12428,12468
2005-01-20,12435,12487,12395,12412
2005-01-21,12420,12451,12322,12332
2005-01-24,12346,12380,12306,12322
2005-01-25,12331,12449,12330,12405
2005-01-26,12418,12470,12412,12427
2005-01-27,12419,12438,12363,12407
2005-01-28,12413,12421,12317,12386
2005-01-31,12420,12446,12391,12424
2005-02-01,12420,12506,12406,12481
2005-02-02,12492,12556,12476,12524
2005-02-03,12516,12536,12483,12525
2005-02-04,12524,12659,12510,12634
2005-02-07,12650,12665,12629,12639
2005-02-08,12637,12681,12631,12661
2005-02-09,12659,12695,12597,12612
2005-02-10,12607,12706,12607,12685
2005-02-11,12694,12773,12645,12745
2005-02-14,12752,12758,12716,12732
2005-02-15,12729,12793,12722,12777
2005-02-16,12780,12799,12724,12776
2005-02-17,12777,12784,12694,12698
2005-02-18,12700,12737,12670,12736
2005-02-22,12726,12728,12549,12557
2005-02-23,12557,12644,12549,12625
2005-02-24,12627,12702,12586,12690
2005-02-25,12690,12789,12675,12781
2005-02-28,12784,12803,12670,12717
2005-03-01,12714,12796,12702,12766
2005-03-02,12748,12815,12718,12751
